,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,ANO_ELEICAO,SG_UF,DS_CARGO,NM_CANDIDATO,SQ_CANDIDATO,DS_SITUACAO_CANDIDATURA,DS_DETALHE_SITUACAO_CAND,NM_PARTIDO,NR_IDADE_DATA_POSSE,DS_GENERO,DS_GRAU_INSTRUCAO,DS_COR_RACA,VR_DESPESA_MAX_CAMPANHA,DS_SITUACAO_CANDIDATO_PLEITO,DS_SITUACAO_CANDIDATO_URNA,media_esp,soma_esp,media_part,soma_part,media_out,soma_out,soma_media,soma_total,soma_fund_publico,soma_fund_publico_dic
4288,9147,9147,12697,2020,GO,VEREADOR,DONIZETE ANTÔNIO PEREIRA DA SILVA FILHO,90000843544,APTO,DEFERIDO,PATRIOTA,29,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,PARDA,244087.59,DEFERIDO,DEFERIDO,3000.0,3000.0,0.0,0.0,1753.5875,7014.35,4753.5875,10014.35,3000.0,1.0
4291,9155,9155,12707,2020,SP,VEREADOR,DANIELA GOMES MALTA,250000809356,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,24,FEMININO,ENSINO MÉDIO COMPLETO,PRETA,76859.24,DEFERIDO,DEFERIDO,430.92699999999996,4309.27,0.0,0.0,24.09,48.18,455.017,4357.45,4309.27,1.0
4292,9157,9157,12709,2020,MG,VEREADOR,LUCRÉCIA LAURA ALÍPIO RODRIGUES,130001115454,APTO,DEFERIDO,PARTIDO SOCIALISMO E LIBERDADE,29,FEMININO,SUPERIOR COMPLETO,PRETA,43370.06,DEFERIDO,DEFERIDO,5358.4,5358.4,0.0,0.0,0.0,0.0,5358.4,5358.4,5358.4,1.0
4295,9161,9161,12713,2020,SP,VEREADOR,MARIA GABRIELA SABINO CARVALHO,250000643183,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,27,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,187834.86,DEFERIDO,DEFERIDO,1206.21833333333,7237.31,0.0,0.0,564.67,1694.01,1770.8883333333301,8931.32,7237.31,1.0
4299,9167,9167,12721,2020,PI,VEREADOR,SARAH RAYLLANE SOARES DE OLIVEIRA SOUSA,180000869651,APTO,DEFERIDO,PODEMOS,26,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,162850.02,DEFERIDO,DEFERIDO,4000.0,4000.0,0.0,0.0,0.0,0.0,4000.0,4000.0,4000.0,1.0
4306,9182,9182,12742,2020,GO,VEREADOR,NATALIA RANIELE DE ANDRADE SILVA,90001231615,APTO,DEFERIDO,PATRIOTA,28,FEMININO,SUPERIOR COMPLETO,BRANCA,208013.18,DEFERIDO,DEFERIDO,5000.0,5000.0,0.0,0.0,421.3,842.6,5421.3,5842.6,5000.0,1.0
4307,9183,9183,12743,2020,CE,VEREADOR,FRANCISCO IGOR BEZERRA GOMES,60000643765,APTO,DEFERIDO,PARTIDO TRABALHISTA BRASILEIRO,20,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,92447.92,DEFERIDO,DEFERIDO,3000.0,6000.0,0.0,0.0,0.0,0.0,3000.0,6000.0,6000.0,1.0
4310,9189,9189,12750,2020,AC,VEREADOR,ANTONIO LEONARDO DE ARAUJO SOUZA,10000968152,APTO,DEFERIDO,PODEMOS,27,MASCULINO,ENSINO MÉDIO INCOMPLETO,PARDA,135935.01,DEFERIDO,DEFERIDO,2200.0,4400.0,0.0,0.0,442.75,5313.0,2642.75,9713.0,4400.0,1.0
4311,9191,9191,12752,2020,RS,VEREADOR,EDUARDA MILENA DA SILVA,210000833527,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,22,FEMININO,SUPERIOR INCOMPLETO,BRANCA,79402.54,DEFERIDO,DEFERIDO,3556.75,7113.5,0.0,0.0,2000.0,2000.0,5556.75,9113.5,7113.5,1.0
4312,9193,9193,12754,2020,GO,VEREADOR,YASMIN GONZAGA DE FREITAS,90000749049,APTO,DEFERIDO,PARTIDO TRABALHISTA BRASILEIRO,26,FEMININO,SUPERIOR COMPLETO,BRANCA,591983.46,DEFERIDO,DEFERIDO,1031.21,5156.05,0.0,0.0,260.41666666666697,1562.5,1291.62666666667,6718.55,5156.05,1.0
4314,9195,9195,12756,2020,GO,VEREADOR,VICTOR SALATIEL CINTRA,90001065085,APTO,DEFERIDO,REPUBLICANOS,23,MASCULINO,SUPERIOR INCOMPLETO,PARDA,591983.46,DEFERIDO,DEFERIDO,7000.0,7000.0,0.0,0.0,687.5,2750.0,7687.5,9750.0,7000.0,1.0
4325,9220,9220,12787,2020,MG,VEREADOR,JOYCE KELLY DE PAULA CAMPOS,130000677201,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,21,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,654.8480000000002,3274.24,0.0,0.0,473.47,2367.35,1128.318,5641.59,3274.24,1.0
4330,9236,9236,12808,2020,AP,VEREADOR,DAIANNE NAIARA SANTOS DA SILVA,30000990431,APTO,DEFERIDO,PROGRESSISTAS,29,FEMININO,SUPERIOR INCOMPLETO,AMARELA,67946.23,DEFERIDO,DEFERIDO,6150.0,12300.0,0.0,0.0,0.0,0.0,6150.0,12300.0,12300.0,1.0
4332,9238,9238,12811,2020,MA,VEREADOR,SAMANTHA ALVES PARUÁ,100000745461,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,21,FEMININO,SUPERIOR INCOMPLETO,PARDA,504192.26,DEFERIDO,DEFERIDO,2750.0,5500.0,5000.0,5000.0,0.0,0.0,7750.0,10500.0,10500.0,1.0
4333,9240,9240,12817,2020,SP,VEREADOR,HENRIQUE KRIGNER LAINO,250000707279,APTO,DEFERIDO,PROGRESSISTAS,29,MASCULINO,SUPERIOR COMPLETO,BRANCA,3675197.12,DEFERIDO,DEFERIDO,650000.0,650000.0,0.0,0.0,4927.65672727273,271021.12,654927.656727273,921021.12,650000.0,1.0
4334,9246,9246,12825,2020,SP,VEREADOR,LUCAS COSTA RIBEIRO,250001015603,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,20,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,1216.66666666667,3650.0,0.0,0.0,86.4,86.4,1303.06666666667,3736.4,3650.0,1.0
4335,9250,9250,12830,2020,AC,VEREADOR,BRUNA CAROLINE RODRIGUES DE ALBUQUERQUE,10000968148,APTO,DEFERIDO,PODEMOS,25,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,135935.01,DEFERIDO,DEFERIDO,7000.0,7000.0,0.0,0.0,0.0,0.0,7000.0,7000.0,7000.0,1.0
4339,9260,9260,12846,2020,RJ,VEREADOR,BENNIO AUGUSTO ROSA DA SILVA SANTOS,190000675864,APTO,DEFERIDO,PARTIDO SOCIALISMO E LIBERDADE,29,FEMININO,LÊ E ESCREVE,PRETA,408190.48,DEFERIDO,DEFERIDO,2646.04,10584.16,0.0,0.0,1329.45769230769,17282.95,3975.4976923076892,27867.11,10584.16,1.0
4343,9266,9266,12853,2020,SP,PREFEITO,NICOLAS BASILE ROCHEL,250000755764,APTO,DEFERIDO,REPUBLICANOS,28,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,177678.83,DEFERIDO,DEFERIDO,15000.0,30000.0,0.0,0.0,3687.21875,29497.75,18687.21875,59497.75,30000.0,1.0
4347,9276,9276,12867,2020,PA,VEREADOR,MARCIA FRANÇA GOMES,140000999560,APTO,DEFERIDO,PARTIDO COMUNISTA DO BRASIL,29,FEMININO,ENSINO MÉDIO INCOMPLETO,PRETA,15786.99,DEFERIDO,DEFERIDO,1578.33333333333,4735.0,0.0,0.0,0.0,0.0,1578.33333333333,4735.0,4735.0,1.0
4349,9283,9283,12874,2020,SC,VEREADOR,FERNANDA SANTANA,240000691953,APTO,DEFERIDO,PARTIDO SOCIAL LIBERAL,28,FEMININO,SUPERIOR INCOMPLETO,PARDA,27940.93,DEFERIDO,DEFERIDO,4000.0,4000.0,0.0,0.0,0.0,0.0,4000.0,4000.0,4000.0,1.0
4358,9305,9305,12904,2020,AL,VEREADOR,JOSE EMERSON ALEXANDRE BARBOSA,20001240073,APTO,DEFERIDO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,25,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,PARDA,21028.13,DEFERIDO,DEFERIDO,3000.0,3000.0,0.0,0.0,0.0,0.0,3000.0,3000.0,3000.0,1.0
4359,9306,9306,12905,2020,MS,VEREADOR,SILVIO EDUARDO LOPES CUNHA JUNIOR,120000808289,APTO,DEFERIDO,REDE SUSTENTABILIDADE,26,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,732621.66,DEFERIDO,DEFERIDO,1048.02,5240.1,0.0,0.0,0.0,0.0,1048.02,5240.1,5240.1,1.0
4360,9307,9307,12908,2020,MG,VEREADOR,MARCOS OTÁVIO DE OLIVEIRA SANTOS,130001087995,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,25,MASCULINO,SUPERIOR COMPLETO,PARDA,38411.98,DEFERIDO,DEFERIDO,574.795714285714,4023.57,0.0,0.0,487.777777777778,4390.0,1062.57349206349,8413.57,4023.57,1.0
4362,9309,9309,12910,2020,AP,VEREADOR,NAIARA DOS REIS MILHOMEM,30000977171,APTO,DEFERIDO,PARTIDO SOCIAL LIBERAL,25,FEMININO,SUPERIOR INCOMPLETO,PARDA,151743.76,DEFERIDO,DEFERIDO,1775.06363636364,19525.7,0.0,0.0,260.0,260.0,2035.06363636364,19785.7,19525.7,1.0
4363,9311,9311,12912,2020,SP,VEREADOR,CAMILA SILVA MAIA,250001124775,APTO,DEFERIDO,PARTIDO LIBERAL,20,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,25460.75,DEFERIDO,DEFERIDO,4500.0,4500.0,0.0,0.0,0.0,0.0,4500.0,4500.0,4500.0,1.0
4367,9316,9316,12917,2020,RS,VEREADOR,DIENIFER MONIQUE DA CONCEIÇÃO,210000833513,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,26,FEMININO,SUPERIOR INCOMPLETO,PRETA,79402.54,DEFERIDO,DEFERIDO,1110.125,4440.5,0.0,0.0,135.0,405.0,1245.125,4845.5,4440.5,1.0
4368,9317,9317,12918,2020,AC,VEREADOR,TIAGO BATISTA PINHEIRO NETO,10001146757,APTO,DEFERIDO,PARTIDO COMUNISTA DO BRASIL,27,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,135935.01,DEFERIDO,DEFERIDO,392.888888888889,3536.0,265.0,265.0,540.0,2160.0,1197.88888888889,5961.0,3801.0,1.0
4373,9328,9328,12935,2020,RS,VEREADOR,JOÂO ANTONIO LACERDA BRASIL,210000951367,APTO,DEFERIDO,PROGRESSISTAS,23,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,118540.67,DEFERIDO,DEFERIDO,5000.0,5000.0,0.0,0.0,0.0,0.0,5000.0,5000.0,5000.0,1.0
4376,9339,9339,12953,2020,SP,VEREADOR,THAIS SANTOS GALDINO,250001108553,APTO,DEFERIDO,PARTIDO REPUBLICANO DA ORDEM SOCIAL,26,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,395.7183333333329,9497.24,0.0,0.0,0.0,0.0,395.7183333333329,9497.24,9497.24,1.0
4381,9347,9347,12966,2020,PI,VEREADOR,ATOS PAULO SOARES DIAS,180001037966,APTO,DEFERIDO,PROGRESSISTAS,26,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,12307.75,DEFERIDO,DEFERIDO,728.725,2914.9,0.0,0.0,1350.0,4050.0,2078.725,6964.9,2914.9,1.0
4385,9356,9356,12977,2020,RR,VEREADOR,JOSIANE ROSAS ALMEIDA,230001038014,APTO,DEFERIDO,REDE SUSTENTABILIDADE,23,FEMININO,ENSINO MÉDIO COMPLETO,INDÍGENA,12307.75,DEFERIDO,DEFERIDO,2260.2,13561.2,0.0,0.0,0.0,0.0,2260.2,13561.2,13561.2,1.0
4386,9357,9357,12978,2020,MS,VEREADOR,EDIVANA OLIVEIRA VIEIRA,120000681558,APTO,DEFERIDO,PARTIDO SOCIAL CRISTÃO,29,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,27332.82,DEFERIDO,DEFERIDO,707.8,3539.0,0.0,0.0,700.0,700.0,1407.8,4239.0,3539.0,1.0
4399,9383,9383,13016,2020,PB,PREFEITO,IGOR XAVIER DE LUCENA,150001041692,APTO,DEFERIDO,PARTIDO DEMOCRÁTICO TRABALHISTA,28,MASCULINO,SUPERIOR INCOMPLETO,PARDA,123077.42,DEFERIDO,DEFERIDO,22541.0,67623.0,0.0,0.0,105.45,210.9,22646.45,67833.9,67623.0,1.0
4403,9390,9390,13026,2020,RS,VEREADOR,TAINÃ MOREIRA  DA SILVA,210000743497,APTO,DEFERIDO,DEMOCRATAS,22,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,PARDA,42238.35,DEFERIDO,DEFERIDO,3000.0,3000.0,0.0,0.0,0.0,0.0,3000.0,3000.0,3000.0,1.0
4405,9392,9392,13028,2020,MG,VEREADOR,WELLINGTON ORLANDO DE OLIVEIRA,130000677235,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,25,MASCULINO,ENSINO MÉDIO COMPLETO,PRETA,12307.75,DEFERIDO,DEFERIDO,793.56,3174.24,0.0,0.0,100.0,200.0,893.56,3374.24,3174.24,1.0
4407,9397,9397,13034,2020,TO,VEREADOR,DANILA MICHELE SOUZA DOS SANTOS,270001000716,APTO,DEFERIDO,AVANTE,22,FEMININO,SUPERIOR INCOMPLETO,PARDA,962451.15,DEFERIDO,DEFERIDO,4000.0,4000.0,0.0,0.0,375.0,750.0,4375.0,4750.0,4000.0,1.0
4413,9406,9406,13047,2020,SP,VEREADOR,FERNANDO RIBEIRO DINARDI,250000809442,APTO,DEFERIDO,PARTIDO LIBERAL,28,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,BRANCA,67135.09,DEFERIDO,DEFERIDO,2941.0,2941.0,0.0,0.0,0.0,0.0,2941.0,2941.0,2941.0,1.0
4414,9408,9408,13049,2020,PR,VEREADOR,NELSON DAVID DA SILVA,160000684173,APTO,DEFERIDO,REPUBLICANOS,25,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,PARDA,100189.24,DEFERIDO,DEFERIDO,2086.955,4173.91,100.0,100.0,310.0,620.0,2496.955,4893.91,4273.91,1.0
4417,9415,9415,13058,2020,GO,VEREADOR,ESTELA VELOSO DA SILVA LIMA,90001033855,APTO,DEFERIDO,REDE SUSTENTABILIDADE,18,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,591983.46,DEFERIDO,DEFERIDO,5140.0,5140.0,0.0,0.0,0.0,0.0,5140.0,5140.0,5140.0,1.0
4420,9423,9423,13069,2020,MG,VEREADOR,STÉFANY CARLI OLIVEIRA,130001011541,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,29,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,41919.46,DEFERIDO,DEFERIDO,1650.0,3300.0,0.0,0.0,277.925,555.85,1927.925,3855.85,3300.0,1.0
4437,9463,9463,13126,2020,PI,VEREADOR,OTÁVIO VINICIUS RODRIGUES ALVES,180000754682,APTO,DEFERIDO,PROGRESSISTAS,21,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,16288.07,DEFERIDO,DEFERIDO,1500.0,3000.0,0.0,0.0,873.75,3495.0,2373.75,6495.0,3000.0,1.0
4438,9464,9464,13128,2020,SE,VEREADOR,PABLO RAMON LIMA DE BARROS,260001175644,APTO,DEFERIDO,PARTIDO TRABALHISTA BRASILEIRO,29,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,186003.67,DEFERIDO,DEFERIDO,5000.0,5000.0,0.0,0.0,0.0,0.0,5000.0,5000.0,5000.0,1.0
4439,9465,9465,13129,2020,SP,VEREADOR,GUSTAVO DORIA ALMEIDA SILVA,250001054402,APTO,DEFERIDO,PARTIDO DA MOBILIZAÇÃO NACIONAL,19,MASCULINO,ENSINO MÉDIO INCOMPLETO,BRANCA,3675197.12,DEFERIDO,DEFERIDO,20000.0,20000.0,0.0,0.0,0.0,0.0,20000.0,20000.0,20000.0,1.0
4443,9474,9474,13141,2020,CE,VEREADOR,ANDRÉ WILLIAM MARINHO FAMA,60001199642,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,26,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,92447.92,DEFERIDO,DEFERIDO,3232.125,19392.75,0.0,0.0,325.0,325.0,3557.125,19717.75,19392.75,1.0
4445,9477,9477,13145,2020,PI,VEREADOR,LUNARA SAMUELLE DE SOUSA ARAUJO,180001200088,APTO,DEFERIDO,PARTIDO LIBERAL,20,FEMININO,SUPERIOR INCOMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,5000.0,5000.0,0.0,0.0,0.0,0.0,5000.0,5000.0,5000.0,1.0
4451,9499,9499,13176,2020,BA,VEREADOR,JOÃO VITOR MOURA VASCONCELOS,50000922924,APTO,DEFERIDO,DEMOCRATAS,21,MASCULINO,ENSINO MÉDIO COMPLETO,SEM INFORMAÇÃO,53178.98,DEFERIDO,DEFERIDO,25000.0,25000.0,0.0,0.0,2088.8888888888896,18800.0,27088.8888888889,43800.0,25000.0,1.0
4456,9524,9524,13201,2020,PE,VEREADOR,VINICIUS NASCIMENTO DOS SANTOS,170001098390,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,26,MASCULINO,SUPERIOR COMPLETO,PRETA,105385.98,DEFERIDO,DEFERIDO,14000.0,28000.0,0.0,0.0,400.0,400.0,14400.0,28400.0,28000.0,1.0
4457,9525,9525,13203,2020,SP,PREFEITO,BRUNO HENRIQUE NUNES PEREIRA,250001129760,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,29,MASCULINO,SUPERIOR COMPLETO,BRANCA,123077.42,DEFERIDO,DEFERIDO,10000.0,10000.0,0.0,0.0,1541.66666666667,9250.0,11541.666666666699,19250.0,10000.0,1.0
4458,9527,9527,13205,2020,BA,VEREADOR,BARBARA SANTOS RODRIGUES,50001245919,APTO,DEFERIDO,PARTIDO COMUNISTA DO BRASIL,26,FEMININO,ENSINO MÉDIO COMPLETO,PRETA,67314.23,DEFERIDO,DEFERIDO,0.0,0.0,3000.0,3000.0,161.906666666667,971.44,3161.90666666667,3971.44,3000.0,1.0
4459,9529,9529,13208,2020,SP,VEREADOR,CAMILO DA COSTA CLARO,250000669505,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,29,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,70867.73,DEFERIDO,DEFERIDO,12000.0,12000.0,0.0,0.0,0.0,0.0,12000.0,12000.0,12000.0,1.0
4460,9533,9533,13216,2020,BA,VEREADOR,HEBERT RODRIGUES RANGEL DOS SANTOS,50000673826,APTO,DEFERIDO,PARTIDO SOCIAL CRISTÃO,22,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,PRETA,451919.94,DEFERIDO,DEFERIDO,3000.0,3000.0,0.0,0.0,0.0,0.0,3000.0,3000.0,3000.0,1.0
4463,9537,9537,13221,2020,PB,VEREADOR,ARYLURDES BARBOSA DE QUEIROZ,150000730311,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,27,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,3213.0,3213.0,0.0,0.0,2280.0,2280.0,5493.0,5493.0,3213.0,1.0
4465,9539,9539,13224,2020,PA,VEREADOR,TAMARA DE JESUS BARBOSA DE CASTRO,140000762305,APTO,DEFERIDO,SOLIDARIEDADE,22,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,238660.11,DEFERIDO,DEFERIDO,3000.0,3000.0,0.0,0.0,315.83333333333303,1895.0,3315.833333333331,4895.0,3000.0,1.0
4468,9546,9546,13233,2020,PI,VEREADOR,JEFFERSON ROCHA DO NASCIMENTO,180000759725,APTO,DEFERIDO,PROGRESSISTAS,29,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,BRANCA,18953.47,DEFERIDO,DEFERIDO,3393.333333333331,10180.0,0.0,0.0,600.9,2403.6,3994.2333333333295,12583.6,10180.0,1.0
4473,9560,9560,13251,2020,PB,VEREADOR,ESTEFÂNIA PRISCILA MENDONÇA DE ARAÚJO,150000682659,APTO,DEFERIDO,PARTIDO SOCIAL LIBERAL,28,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,81452.82,DEFERIDO,DEFERIDO,10000.0,10000.0,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,1.0
4481,9572,9572,13267,2020,RJ,VEREADOR,WINNIE DOS SANTOS FREITAS,190001066588,APTO,DEFERIDO,PARTIDO SOCIALISMO E LIBERDADE,29,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,198192.1,DEFERIDO,DEFERIDO,3339.145,6678.29,0.0,0.0,282.5,1130.0,3621.645,7808.29,6678.29,1.0
4483,9576,9576,13271,2020,PI,PREFEITO,JEAN CARLOS BRAGA RIBEIRO,180001092120,APTO,DEFERIDO,PROGRESSISTAS,21,MASCULINO,SUPERIOR INCOMPLETO,PARDA,123077.42,DEFERIDO,DEFERIDO,8799.1,35196.4,30000.0,30000.0,5.0,5.0,38804.1,65201.4,65196.4,1.0
4491,9592,9592,13288,2020,BA,VEREADOR,SILVIO RIBEIRO GONCALVES JUNIOR,50001253852,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,29,MASCULINO,ENSINO MÉDIO COMPLETO,PRETA,37494.31,DEFERIDO,DEFERIDO,5000.0,5000.0,0.0,0.0,400.0,400.0,5400.0,5400.0,5000.0,1.0
4495,9599,9599,13299,2020,BA,PREFEITO,LUCAS WILLIAN DA SILVA SANTOS,50001165080,APTO,DEFERIDO,PARTIDO COMUNISTA DO BRASIL,27,MASCULINO,SUPERIOR COMPLETO,BRANCA,177153.94,DEFERIDO,DEFERIDO,44000.0,44000.0,1150.0,2300.0,2321.58857142857,16251.12,47471.588571428605,62551.12,46300.0,1.0
4501,9615,9615,13322,2020,RJ,PREFEITO,SAULO AZEVEDO NOLASCO,190001125869,APTO,DEFERIDO,PARTIDO SOCIALISMO E LIBERDADE,25,MASCULINO,ENSINO MÉDIO INCOMPLETO,BRANCA,456324.37,DEFERIDO,DEFERIDO,3851.69,7703.38,0.0,0.0,255.0,510.0,4106.69,8213.38,7703.38,1.0
4502,9616,9616,13323,2020,AM,VEREADOR,GEISIANE DA SILVA REIS,40001025885,APTO,DEFERIDO,PARTIDO SOCIAL CRISTÃO,24,FEMININO,LÊ E ESCREVE,PARDA,12307.75,DEFERIDO,DEFERIDO,3000.0,3000.0,0.0,0.0,31.95,63.9,3031.95,3063.9,3000.0,1.0
4503,9617,9617,13324,2020,BA,VEREADOR,ALICE RODRIGUES DA SILVA,50001075775,APTO,DEFERIDO,PROGRESSISTAS,24,FEMININO,LÊ E ESCREVE,PARDA,38826.41,DEFERIDO,DEFERIDO,475.79571428571404,3330.57,0.0,0.0,0.0,0.0,475.79571428571404,3330.57,3330.57,1.0
4505,9621,9621,13332,2020,MG,VEREADOR,MARIA CLARA SILVEIRA DE AZEVEDO,130000635844,APTO,DEFERIDO,PARTIDO REPUBLICANO DA ORDEM SOCIAL,26,FEMININO,SUPERIOR INCOMPLETO,BRANCA,692183.02,DEFERIDO,DEFERIDO,3570.0,14280.0,0.0,0.0,403.833333333333,1211.5,3973.8333333333294,15491.5,14280.0,1.0
4508,9624,9624,13338,2020,TO,VEREADOR,ALDO JUNIOR ALVES DE ALMEIDA,270000875070,APTO,DEFERIDO,PARTIDO LIBERAL,26,MASCULINO,ENSINO MÉDIO COMPLETO,PRETA,12307.75,DEFERIDO,DEFERIDO,5000.0,5000.0,0.0,0.0,500.0,500.0,5500.0,5500.0,5000.0,1.0
4512,9637,9637,13356,2020,AM,VEREADOR,JULIANA SANTOS DE CAMPOS,40001005866,APTO,DEFERIDO,PARTIDO SOCIAL CRISTÃO,29,FEMININO,ENSINO MÉDIO COMPLETO,PRETA,143427.97,DEFERIDO,DEFERIDO,15400.0,15400.0,0.0,0.0,1857.5,16717.5,17257.5,32117.5,15400.0,1.0
4515,9640,9640,13359,2020,SP,VEREADOR,ALINE XAVIER CABRAL,250001086960,APTO,DEFERIDO,PARTIDO COMUNISTA DO BRASIL,23,FEMININO,SUPERIOR COMPLETO,BRANCA,320062.4,DEFERIDO,DEFERIDO,453.246666666667,5438.96,0.0,0.0,133.75,1070.0,586.996666666667,6508.96,5438.96,1.0
4523,9654,9654,13376,2020,PE,VEREADOR,ELVIS JONAS GOUVEIA DE ARAUJO,170001030372,APTO,DEFERIDO,PARTIDO SOCIAL LIBERAL,27,MASCULINO,SUPERIOR COMPLETO,PARDA,25872.46,DEFERIDO,DEFERIDO,7998.8,15997.6,0.0,0.0,0.0,0.0,7998.8,15997.6,15997.6,1.0
4525,9657,9657,13382,2020,MG,PREFEITO,TÚLIO BARBOSA CÁRIA,130000650650,APTO,DEFERIDO,SOLIDARIEDADE,26,MASCULINO,SUPERIOR COMPLETO,BRANCA,123077.42,DEFERIDO,DEFERIDO,10000.0,10000.0,0.0,0.0,4400.0,17600.0,14400.0,27600.0,10000.0,1.0
4532,9674,9674,13402,2020,ES,VEREADOR,JULIANA DA SILVA,80001184994,APTO,DEFERIDO,PROGRESSISTAS,25,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,PARDA,152177.96,DEFERIDO,DEFERIDO,632.422,3162.11,0.0,0.0,0.0,0.0,632.422,3162.11,3162.11,1.0
4533,9675,9675,13403,2020,PA,VEREADOR,CHAIANA MEIRELES GOMES,140000923358,APTO,DEFERIDO,PARTIDO TRABALHISTA BRASILEIRO,23,FEMININO,ENSINO MÉDIO COMPLETO,PRETA,32740.39,DEFERIDO,DEFERIDO,3250.0,6500.0,0.0,0.0,1900.0,5700.0,5150.0,12200.0,6500.0,1.0
4536,9681,9681,13412,2020,RS,VEREADOR,SAMARA PAES SAMPAIO,210001068155,APTO,DEFERIDO,PARTIDO LIBERAL,27,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,57876.89,DEFERIDO,DEFERIDO,1050.83333333333,3152.5,0.0,0.0,0.0,0.0,1050.83333333333,3152.5,3152.5,1.0
4538,9685,9685,13417,2020,RS,VEREADOR,FERNANDA MÜLLER,210000786028,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,28,FEMININO,SUPERIOR COMPLETO,BRANCA,39108.15,DEFERIDO,DEFERIDO,786.0,4716.0,0.0,0.0,0.0,0.0,786.0,4716.0,4716.0,1.0
4542,9698,9698,13435,2020,AC,VEREADOR,AMANDA GOMES DE MIRANDA,10001253535,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,24,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,572.922,2864.61,0.0,0.0,0.0,0.0,572.922,2864.61,2864.61,1.0
4543,9700,9700,13438,2020,AC,VEREADOR,JAIRESON NASCIMENTO DOS SANTOS LIMA,10000669746,APTO,DEFERIDO,PARTIDO VERDE,26,MASCULINO,SUPERIOR COMPLETO,PARDA,135935.01,DEFERIDO,DEFERIDO,1244.52391304348,28624.05,0.0,0.0,500.0,1500.0,1744.5239130434802,30124.05,28624.05,1.0
